patient,Q99687.2_N,Q99687.2_C,Q99687.3_N,Q99687.3_C
1,0.558603192429108,1.37574212677956,0,0
2,0.874848493148809,1.08184280265419,0,0
3,0.789609197921018,1.76205035848062,0,0
4,0.889817712434861,2.99374114070107,0,0
29,0,0,0.957471759400993,1.44741826182162
30,0,0,1.20878065992455,2.72608305356504
31,0,0,0.833348035222267,1.85031574468527
32,0,0,0.672097717402021,1.94393391414443
33,0,0,0.472362018050992,1.36828598760554
34,0,0,0.626548267687061,1.14032774612153
35,0,0,0.816557833880963,1.02923927962401
36,0,0,0.278061390009566,1.15253088216945
85,0.630011665563435,0.693922924167901,0,0
86,0.956047837715093,2.27200056992066,0,0
87,0.238902427802629,1.75682197993998,0,0
88,0.737610904481892,2.94212337001208,0,0
93,0.718677698224112,0.901489807403702,0,0
94,0.853645572786393,1.15121427901451,0,0
95,0.691191298774387,2.1089841795898,0,0
96,0.652941705227614,2.28155093171586,0,0
